,adani,asian,axis,bajajauto,bajajfs,bajajfin,airtel,bpcl,britannia,cipla,coalind,divislab,drreddy,eichermot,gail,grasim,hcl,hdfc,hdfcbk,hdfclife,hero,hindalco,hindu,icici,indus,infy,ioc,itc,jsw,kotak,lt,mm,maruti,nestle,ntpc,ongc,powergrid,rel,sbilife,sbibk,shreecem,sunpharma,tatam,tatas,tcs,techm,titan,ultracem,upl,wit
2018-08-17,374.1,1400.65,627.3,2661.35,7097.35,2851.2,371.4,377.6,6629.9,646.9,281.4,1174.75,2364.15,28476.15,387.7,1045.85,1003.05,1885.65,2077.35,461.299988,3242.3,219.7,1784.75,340.0,1990.4,1430.35,159.55,313.75,334.0,1263.25,1240.15,9152.1,961.5,10873.0,158.0,163.05,187.1,1203.75,654.950012,302.1,17758.4,623.5,258.25,580.15,2012.75,687.7,941.55,4285.7,616.75,280.05
2018-08-20,378.25,1409.1,624.4,2735.35,7063.6,2839.75,370.55,375.95,6771.4,643.85,284.05,1246.699951,2380.75,28382.8,379.05,1039.85,988.25,1920.05,2096.2,462.450012,3304.0,226.65,1777.0,338.45,1990.95,1384.25,158.65,313.3,341.55,1274.75,1323.7,9074.35,969.55,10841.05,158.55,168.7,187.65,1234.9,672.549988,307.65,17719.45,626.35,270.1,599.4,2009.95,687.95,921.7,4300.7,618.9,285.05
2018-08-21,377.95,1403.3,635.75,2728.5,7116.6,2871.8,368.25,368.75,6857.45,650.25,291.4,1247.699951,2410.95,28611.15,378.1,1065.4,1004.6,1913.35,2096.05,462.299988,3316.75,226.4,1752.5,338.85,1975.95,1383.95,157.7,312.9,341.9,1263.4,1322.55,9113.3,957.8,10886.4,160.85,170.2,187.55,1247.2,670.099976,307.0,17803.75,635.4,268.8,582.15,2017.65,709.4,916.3,4350.2,646.2,288.95
2018-08-23,384.5,1394.75,631.75,2685.55,7092.1,2893.85,369.9,357.75,6900.15,657.95,289.05,1294.150024,2463.6,28766.9,384.2,1045.55,1025.65,1906.3,2079.9,467.200012,3284.75,221.05,1772.8,337.2,1957.2,1397.4,153.4,312.0,339.6,1247.7,1352.05,9223.3,963.1,11544.05,164.35,171.9,190.2,1269.45,670.049988,302.45,17931.8,639.65,256.9,571.65,2035.1,726.65,911.9,4347.25,649.95,289.75
2018-08-24,376.75,1393.5,639.9,2682.25,7050.65,2916.6,368.95,356.95,6773.45,651.2,291.0,1301.0,2447.45,28869.8,380.65,1060.3,1023.35,1919.05,2069.85,462.14999400000005,3212.3,222.1,1780.95,330.15,1928.15,1378.3,154.25,310.4,354.8,1254.5,1342.9,9163.8,968.3,11362.7,164.3,174.75,190.95,1277.5,660.849976,300.45,18373.2,629.8,255.5,575.6,2043.0,718.55,885.35,4316.0,653.5,292.15
2018-08-27,378.65,1399.8,650.2,2697.6,7030.15,2950.75,379.15,361.55,6804.95,659.6,293.15,1298.0,2443.1,28982.05,383.35,1078.45,1039.0,1924.85,2080.45,460.799988,3223.75,230.25,1792.3,339.9,1951.35,1415.4,156.1,313.4,355.6,1274.9,1356.1,9245.25,976.45,11333.35,166.15,176.05,197.8,1291.5,660.400024,308.0,18558.7,621.8,258.8,581.2,2050.9,737.95,890.9,4370.8,659.6,295.85
2018-08-28,386.95,1407.5,660.05,2684.4,6971.45,2932.6,376.8,358.55,6845.65,648.3,294.7,1280.900024,2414.5,28677.95,364.25,1072.1,1040.75,1955.15,2094.85,461.450012,3232.75,239.0,1771.2,338.9,1933.65,1424.7,155.55,311.65,366.2,1285.1,1355.6,9427.95,980.5,11326.1,168.3,174.6,197.15,1319.0,658.25,305.35,18780.15,621.2,260.0,590.35,2069.2,736.1,888.3,4427.65,654.15,295.6
2018-08-29,385.9,1394.0,656.9,2689.1,6968.55,2985.5,374.9,361.7,6735.8,643.5,286.3,1276.75,2383.85,28188.75,367.45,1075.0,1032.85,1956.25,2078.5,466.25,3246.1,236.85,1755.85,340.65,1905.55,1410.1,156.5,312.8,399.0,1288.6,1351.55,9368.1,983.85,11299.3,166.05,177.0,193.05,1294.2,669.299988,309.7,18796.85,621.25,261.7,594.2,2072.0,734.45,882.8,4401.95,680.0,296.75
2018-08-30,383.75,1378.7,649.75,2701.65,6929.9,2926.75,383.1,363.35,6690.0,649.45,285.6,1300.849976,2380.15,27602.15,376.2,1074.0,1016.55,1934.15,2066.1,466.64999400000005,3223.7,240.25,1772.85,344.35,1875.65,1416.2,154.25,319.85,397.9,1278.05,1346.55,9205.8,982.95,11286.4,169.7,177.45,196.95,1274.45,664.200012,308.6,18869.15,639.95,259.35,608.35,2082.4,731.9,878.35,4426.4,696.15,298.95
2018-08-31,383.15,1372.45,649.25,2744.85,6747.8,2856.6,383.85,362.1,6736.75,662.15,285.95,1305.900024,2492.0,28059.75,372.2,1067.5,1046.45,1935.95,2061.2,461.75,3253.8,237.95,1780.1,342.6,1906.6,1441.1,155.55,319.85,396.35,1287.25,1369.55,9096.4,965.3,11582.25,171.5,180.05,201.5,1241.65,672.400024,309.6,18925.8,652.85,267.5,600.5,2078.4,765.8,891.9,4475.5,715.3,301.25
2018-09-03,384.45,1361.6,631.8,2771.9,6652.9,2724.05,383.8,360.1,6565.85,649.1,287.65,1287.099976,2593.4,28885.85,368.3,1065.95,1049.15,1944.8,2075.05,460.14999400000005,3242.45,239.4,1699.1,334.15,1897.0,1434.25,155.0,313.2,397.0,1269.1,1363.0,8902.15,947.8,11277.9,169.5,177.3,194.5,1229.15,666.950012,306.35,19046.6,656.2,266.6,600.75,2052.9,745.65,912.75,4373.55,720.65,308.35
2018-09-04,373.75,1311.3,641.8,2735.55,6508.2,2746.3,378.35,351.3,6344.05,643.9,279.6,1263.650024,2543.1,28807.2,359.45,1023.15,1076.35,1954.8,2051.8,452.89999400000005,3184.15,235.1,1651.2,328.5,1855.6,737.15,152.45,309.6,390.85,1257.6,1359.3,8868.5,931.75,10841.2,168.1,174.35,194.45,1241.95,664.849976,296.4,18372.7,655.35,261.95,593.05,2098.9,763.9,880.9,4201.15,698.6,313.35
2018-09-05,379.2,1321.3,637.65,2772.3,6503.05,2716.9,372.05,349.1,6185.0,646.55,277.6,1278.050049,2567.7,29055.0,362.0,1028.1,1078.95,1937.4,2045.85,455.39999400000005,3145.4,239.95,1611.7,329.65,1854.85,729.9,152.8,310.25,398.35,1238.15,1348.0,8896.1,929.4,10386.05,167.95,173.7,195.65,1227.0,669.400024,296.55,18228.25,663.75,266.5,594.4,2079.25,766.15,863.9,4159.45,697.35,318.85
2018-09-06,384.8,1314.5,638.2,2783.1,6547.3,2684.1,372.3,353.6,6194.45,662.1,283.65,1317.0,2566.95,28844.15,365.6,1030.9,1088.8,1956.15,2052.2,453.799988,3164.85,235.4,1608.6,328.65,1880.0,727.15,153.6,310.8,398.8,1260.9,1347.1,8759.85,934.95,10335.55,168.9,174.5,199.3,1261.4,679.049988,296.45,18195.75,677.4,269.95,600.3,2075.3,775.05,867.15,4153.2,705.05,321.2
2018-09-07,377.45,1316.0,645.55,2923.55,6600.1,2744.2,389.6,356.95,6229.1,664.75,286.55,1313.5,2632.5,28682.2,377.2,1025.35,1073.95,1920.0,2056.95,451.35000599999995,3329.35,242.55,1638.75,335.1,1875.85,732.8,153.4,310.45,406.6,1244.95,1347.5,8719.2,973.7,10446.55,169.55,171.9,195.7,1278.6,676.099976,291.65,17954.45,664.25,277.4,619.15,2079.85,772.2,867.45,4268.2,714.0,324.7
2018-09-10,371.95,1293.1,651.75,2868.6,6347.45,2615.65,388.4,344.1,6094.0,668.05,279.6,1278.800049,2563.9,28623.05,377.7,1016.05,1088.7,1883.55,2041.15,450.10000599999995,3278.3,235.7,1610.3,332.9,1829.15,730.85,151.05,306.55,401.2,1223.35,1336.8,8639.4,937.35,10330.3,169.2,168.65,192.95,1255.85,676.0,284.85,17264.55,638.0,275.7,613.65,2080.75,766.25,857.55,4154.65,703.25,325.0
2018-09-11,364.65,1297.85,650.15,2833.7,6362.15,2600.75,378.7,338.05,5940.05,654.9,283.1,1244.650024,2524.45,28069.6,372.15,1003.95,1085.1,1868.05,2000.4,445.950012,3184.2,231.6,1590.65,326.55,1826.5,734.3,150.7,297.2,395.2,1206.4,1329.65,8517.05,943.15,10047.7,169.75,167.8,186.9,1237.7,676.599976,282.6,17036.1,630.4,267.3,592.1,2046.25,747.2,820.75,4107.6,687.65,323.95
2018-09-12,376.05,1291.0,635.45,2867.95,6412.95,2594.0,376.7,334.15,6015.5,656.45,281.55,1271.550049,2529.15,28812.2,370.1,1019.6,1086.8,1877.8,2011.85,436.60000599999995,3163.75,237.9,1626.85,322.9,1828.35,742.9,149.1,306.8,399.75,1230.4,1352.25,8493.95,938.15,10354.0,170.0,168.5,193.8,1252.5,673.299988,285.3,16879.0,649.9,262.4,605.55,2043.95,739.8,826.45,4096.35,703.65,328.75
2018-09-14,380.1,1333.9,636.4,2877.5,6709.65,2672.2,383.6,354.5,6112.3,666.4,277.35,1329.550049,2581.85,29383.75,369.95,1063.7,1070.7,1925.45,2029.6,425.549988,3186.65,245.45,1629.3,328.35,1872.8,733.7,155.25,307.15,408.1,1239.55,1358.85,8626.7,951.9,10335.45,174.95,172.55,200.15,1253.15,670.049988,290.65,17679.9,665.25,266.6,615.0,2065.4,760.45,842.6,4189.1,736.75,330.2
2018-09-17,380.8,1308.65,625.95,2860.65,6549.95,2604.6,382.05,364.0,6021.75,664.9,274.95,1364.699951,2568.5,29663.7,372.55,1065.2,1078.4,1878.85,1992.2,412.950012,3127.9,241.35,1605.45,325.7,1877.05,725.95,156.55,302.0,411.85,1230.4,1344.75,8537.8,950.85,10175.05,172.25,171.7,201.9,1225.9,642.650024,285.3,17534.45,646.2,260.25,616.4,2074.15,767.55,823.45,4103.5,723.5,329.9
2018-09-18,379.55,1292.1,608.6,2773.8,6527.6,2570.4,373.7,355.1,6066.4,663.7,273.2,1379.800049,2584.15,28900.35,374.8,1066.85,1083.9,1855.7,1989.2,410.649994,3111.45,234.15,1664.95,318.85,1862.15,719.1,152.6,303.25,407.15,1215.3,1327.9,8399.15,946.55,10243.55,169.7,173.9,198.9,1217.15,623.0,273.8,16911.7,642.5,251.5,612.75,2070.75,754.7,824.9,4059.95,709.05,332.55
2018-09-19,372.4,1291.35,608.8,2790.1,6312.05,2499.55,370.05,365.05,5959.9,660.6,280.65,1391.150024,2607.1,28410.5,384.55,1068.2,1087.3,1830.65,1961.35,400.100006,3153.95,235.65,1647.1,320.95,1804.65,719.75,153.55,299.65,417.05,1226.9,1332.9,8210.35,948.9,10145.0,169.15,177.0,198.3,1210.75,612.450012,271.5,17112.95,648.85,252.6,621.2,2077.9,769.95,823.6,4050.7,692.3,332.7
2018-09-21,361.75,1304.75,599.2,2799.2,6259.7,2379.4,370.5,376.5,5790.75,653.2,275.25,1387.949951,2556.25,27940.2,390.15,1051.15,1084.9,1839.4,1970.25,388.25,3175.2,240.4,1621.3,317.1,1762.45,705.3,158.15,303.95,408.0,1180.2,1329.7,8040.15,959.9,9749.6,168.25,180.4,200.4,1217.5,613.349976,270.6,16858.4,634.9,250.35,625.15,2103.15,738.05,800.6,4069.35,665.8,335.2
2018-09-24,345.85,1271.95,597.35,2759.3,6067.65,2260.8,356.2,367.4,5602.0,645.6,281.15,1361.75,2553.95,25852.8,380.9,1019.45,1096.3,1718.7,1925.7,369.100006,3110.2,239.9,1590.45,308.75,1674.2,718.25,154.95,297.95,400.45,1148.7,1318.35,7793.05,896.05,9662.5,167.9,180.6,197.6,1232.05,586.900024,264.35,17226.05,624.0,240.2,607.7,2198.45,751.45,791.1,3974.9,651.4,332.7
2018-09-25,337.95,1289.9,614.35,2788.7,6185.65,2299.2,360.5,364.2,5773.85,661.75,275.25,1388.400024,2611.7,25599.7,369.9,1039.1,1116.35,1773.35,1952.4,390.0,3112.6,243.05,1630.85,311.1,1696.75,726.2,154.15,301.15,403.65,1183.35,1319.05,7999.45,893.0,9697.35,170.0,182.3,192.6,1230.6,566.049988,270.9,17129.0,641.1,240.8,601.0,2183.2,758.75,796.85,4028.7,660.95,328.3
2018-09-26,338.55,1282.0,617.45,2773.3,6212.55,2315.55,361.3,368.65,5681.9,672.8,272.55,1385.349976,2600.85,25180.75,375.1,1044.9,1090.15,1767.45,1968.2,403.600006,3100.05,247.95,1610.75,313.1,1701.8,717.85,154.45,293.15,408.1,1169.4,1332.65,7842.55,893.35,9729.35,167.8,180.6,192.85,1251.4,577.25,263.85,17442.25,639.85,233.35,608.9,2142.15,748.85,814.7,4067.55,697.55,319.25
2018-09-27,335.25,1287.5,600.15,2783.55,5979.8,2204.2,356.8,372.2,5699.8,659.35,276.25,1365.900024,2541.0,24902.2,377.7,1025.5,1092.2,1729.0,1976.15,404.049988,3088.1,243.9,1620.1,306.65,1682.0,724.8,152.65,293.3,400.3,1142.45,1309.9,7553.05,877.45,9578.65,167.95,175.8,194.55,1253.75,551.799988,265.35,17427.9,631.25,225.25,611.55,2188.85,746.05,821.45,4120.4,683.1,318.95
2018-09-28,328.9,1293.3,613.25,2687.45,6006.2,2168.0,338.55,374.15,5823.5,654.05,266.25,1310.900024,2530.65,24185.4,379.0,1021.5,1087.8,1754.5,2006.05,391.600006,2933.25,229.65,1608.4,305.55,1690.05,730.05,153.35,297.75,381.65,1141.6,1272.1,7347.95,860.95,9699.65,166.85,177.2,188.4,1257.95,511.60000599999995,265.5,16892.25,623.25,223.7,581.25,2183.7,745.5,805.6,4059.95,664.3,324.0
2018-10-01,330.35,1279.8,593.45,2730.1,5881.85,2208.5,326.75,368.35,5843.55,654.15,272.8,1319.599976,2508.6,24749.5,381.0,998.7,1098.4,1806.35,2035.45,388.350006,2973.0,242.9,1642.3,314.0,1642.65,746.65,153.95,297.1,380.85,1122.0,1248.1,7463.95,847.6,9609.65,169.6,179.0,192.4,1231.7,521.349976,273.85,16801.55,634.7,229.35,583.2,2255.55,759.55,809.75,3940.2,665.6,330.15
2018-10-03,329.75,1251.75,572.25,2731.4,5752.5,2232.2,318.45,377.85,5739.4,654.55,276.75,1309.150024,2489.55,23235.75,381.75,969.5,1091.3,1797.55,2031.15,379.649994,2913.5,253.75,1618.85,303.7,1638.7,728.5,158.4,295.2,383.4,1098.25,1245.45,7246.0,791.6,9343.8,167.35,181.45,188.95,1205.1,542.049988,271.7,16632.35,620.85,227.6,579.6,2162.85,750.15,794.5,3860.3,642.65,327.5
2018-10-04,317.05,1224.7,586.25,2657.0,5632.1,2179.15,310.15,331.15,5625.35,638.4,273.3,1283.900024,2372.45,21907.85,367.95,959.3,1077.1,1778.45,1957.75,372.299988,2763.5,251.85,1573.95,316.5,1589.5,707.2,140.3,287.1,377.6,1074.5,1257.9,7198.75,794.7,9347.95,166.8,172.4,189.25,1122.25,565.400024,271.35,16384.15,599.05,223.25,582.3,2064.8,719.85,776.7,3943.65,628.75,325.65
2018-10-05,301.8,1209.5,568.5,2543.05,5375.65,2023.3,298.6,265.3,5447.7,636.65,263.0,1281.650024,2394.55,21190.45,332.05,922.75,1084.0,1708.65,1965.3,366.899994,2740.75,241.05,1558.55,307.3,1607.35,724.6,118.05,276.5,366.6,1052.2,1227.4,6904.35,769.55,9418.9,162.9,147.05,187.3,1048.85,558.299988,258.35,15717.65,597.95,216.25,568.0,2102.65,714.5,792.1,3793.8,596.65,325.3
2018-10-08,304.35,1247.8,556.55,2584.1,5395.55,1974.85,295.2,264.9,5543.5,638.8,267.9,1277.449951,2340.1,22134.75,343.9,921.05,1072.1,1667.7,1945.0,369.149994,2873.05,222.55,1559.35,310.85,1600.0,714.45,124.85,273.2,376.25,1104.3,1215.35,6889.75,774.85,9380.75,163.45,149.8,186.65,1109.4,549.450012,265.75,15995.8,604.25,212.35,559.8,2077.55,694.9,813.55,3758.9,619.15,317.5
2018-10-09,318.75,1201.4,552.85,2548.85,5429.1,2060.85,289.0,257.2,5511.25,639.35,273.95,1248.050049,2454.15,21085.7,333.5,902.05,1068.4,1712.75,1940.6,361.350006,2891.75,224.25,1512.45,306.25,1607.9,717.75,122.65,268.5,371.4,1108.45,1221.05,6699.45,764.8,9491.95,161.7,146.65,186.55,1090.05,540.299988,262.95,15744.6,609.75,184.35,572.5,2091.8,696.1,749.5,3782.0,604.1,321.65
2018-10-10,327.1,1225.95,589.2,2581.8,5961.5,2270.95,295.1,265.4,5708.5,639.6,272.7,1297.75,2484.6,22582.35,336.35,909.65,1051.8,1736.95,1967.15,369.75,2920.1,226.9,1527.65,319.85,1637.95,700.45,124.0,270.1,376.8,1137.75,1250.65,6985.85,764.1,9510.25,164.35,148.6,187.15,1102.1,561.049988,278.65,15541.6,602.95,188.75,583.65,2043.6,699.3,788.55,3778.0,622.45,315.95
2018-10-11,313.5,1219.05,580.85,2525.8,5592.0,2162.1,285.35,278.15,5570.2,616.2,266.6,1250.949951,2459.0,22357.45,350.25,878.35,1009.0,1684.55,1937.55,365.75,2871.0,216.5,1526.1,311.7,1592.55,673.35,131.0,265.2,361.7,1115.55,1225.85,6875.5,730.15,9384.4,163.15,152.95,185.7,1087.8,540.849976,262.15,14823.75,586.7,182.95,555.15,1979.95,695.45,778.9,3688.75,605.15,313.05
2018-10-12,323.15,1261.2,584.9,2623.05,5813.55,2287.35,290.05,288.9,5757.5,622.9,278.6,1282.300049,2450.5,23903.75,359.3,895.1,985.15,1730.3,1981.85,373.25,2893.95,226.7,1569.6,319.4,1652.7,678.8,133.9,275.2,379.7,1167.15,1235.25,7287.2,768.5,9699.85,164.2,157.4,188.45,1126.55,552.5,263.75,15348.05,590.6,183.75,576.5,1918.3,693.8,805.15,3795.15,627.95,316.3
2018-10-15,321.25,1250.3,576.55,2620.45,5634.25,2306.2,291.1,296.35,5671.6,647.85,275.65,1299.75,2566.85,23434.5,351.05,897.9,1002.95,1732.9,2008.05,368.850006,2881.25,231.75,1526.3,313.35,1626.95,698.8,135.05,282.5,376.8,1170.45,1216.4,7182.0,749.0,9655.9,164.65,160.15,188.1,1139.75,538.700012,263.2,15217.35,599.95,184.35,570.0,1949.5,694.55,807.2,3708.4,635.95,319.95
2018-10-16,333.35,1267.6,588.85,2610.5,5657.1,2308.85,294.0,302.1,5700.5,639.75,276.4,1307.599976,2573.6,23002.15,352.3,905.5,1003.4,1756.25,1992.75,376.25,2895.2,230.55,1546.2,320.65,1620.55,695.25,135.45,282.65,373.6,1175.75,1224.65,7150.9,777.7,9737.5,163.95,165.6,187.2,1163.8,546.599976,270.3,15531.5,602.7,185.85,572.8,1962.3,718.7,810.6,3752.7,642.1,319.05
2018-10-17,313.9,1259.0,576.05,2547.8,5380.25,2150.5,288.5,285.15,5541.05,640.45,279.9,1301.199951,2565.0,21978.1,345.35,881.95,1024.25,1737.8,1974.6,371.399994,2807.55,227.75,1562.0,314.8,1603.9,705.35,132.3,286.45,361.65,1176.0,1211.9,6885.6,759.4,9725.35,162.9,162.1,189.1,1151.3,559.950012,261.15,15126.0,593.45,179.95,554.65,1929.4,720.5,800.1,3723.0,638.25,323.15
2018-10-19,315.35,1235.4,562.55,2510.25,5419.2,2140.5,287.3,283.55,5563.5,633.8,275.15,1285.25,2552.35,21625.3,344.3,874.75,958.5,1660.25,1967.75,369.700012,2712.75,227.0,1578.4,315.45,1576.7,683.55,133.15,289.45,363.5,1198.95,1206.05,6756.45,741.2,9609.05,161.45,160.45,189.15,1101.3,564.150024,261.1,14535.95,609.95,174.7,554.95,1913.2,690.8,788.7,3609.6,644.35,323.15
2018-10-22,315.4,1200.4,562.05,2556.9,5250.2,2115.35,285.75,271.15,5580.15,629.65,275.5,1292.050049,2519.4,22425.1,342.3,857.35,980.05,1658.3,1998.9,365.700012,2731.8,224.0,1584.9,327.1,1449.45,679.95,129.75,288.5,355.1,1164.0,1206.6,6812.2,733.75,9641.0,164.85,155.95,189.15,1062.65,557.849976,260.35,14428.5,606.9,170.75,544.75,1903.0,676.55,774.8,3463.25,633.65,322.2
2018-10-23,319.0,1138.45,562.75,2586.5,5167.75,2083.35,285.9,269.55,5484.55,622.35,277.35,1249.699951,2473.75,22258.15,340.0,825.95,951.55,1686.75,1984.85,359.950012,2724.25,219.5,1552.05,322.85,1473.15,657.6,130.0,286.0,347.5,1174.45,1200.7,6771.3,729.95,9352.45,165.0,155.4,190.95,1054.7,579.450012,255.65,13808.9,575.85,170.65,545.6,1843.65,668.25,778.2,3343.65,615.35,309.1
2018-10-24,314.15,1186.9,564.1,2475.15,5391.45,2311.8,315.85,281.55,5360.15,621.3,277.25,1241.0,2434.3,22624.7,342.0,809.0,980.7,1741.45,1992.25,364.75,2701.65,229.85,1585.95,322.0,1521.35,649.8,137.55,287.75,351.95,1177.1,1218.9,6768.3,736.25,9534.2,163.05,157.75,190.4,1045.75,563.75,255.7,13689.15,570.7,170.65,550.05,1848.5,667.4,791.6,3383.55,622.8,308.8
2018-10-25,305.6,1200.05,561.05,2477.55,5367.65,2335.0,295.55,277.0,5309.3,609.0,282.2,1253.0,2390.5,22092.2,339.75,784.7,1004.85,1694.45,1968.8,359.850006,2695.1,222.35,1571.55,319.95,1491.1,648.75,140.1,287.55,353.4,1185.8,1201.55,6723.2,733.75,9538.25,162.3,155.35,191.3,1030.8,563.400024,249.55,13530.15,558.75,165.35,545.75,1853.0,651.4,791.25,3347.5,599.45,318.55
2018-10-26,304.1,1190.3,537.7,2513.75,5399.2,2338.9,297.95,275.2,5320.5,603.7,281.1,1255.800049,2404.55,21806.4,341.35,759.05,966.6,1702.1,1961.2,359.799988,2705.35,221.25,1558.25,315.65,1445.8,633.6,137.65,280.9,337.45,1158.6,1197.45,6717.3,728.2,9569.45,159.3,151.8,188.4,1044.9,570.400024,248.1,13568.85,554.05,168.5,551.55,1799.1,653.3,806.9,3386.7,622.7,320.6
2018-10-29,326.4,1196.05,566.7,2549.1,5409.85,2380.45,294.1,277.35,5398.25,635.15,287.4,1440.150024,2532.95,21461.9,352.1,782.45,985.65,1698.4,1926.3,366.200012,2749.85,224.15,1552.9,349.4,1412.8,644.75,141.45,283.5,340.0,1138.1,1261.3,6798.7,749.5,9683.15,158.95,154.9,189.55,1087.8,578.900024,267.9,13511.05,573.6,175.35,573.7,1871.0,664.25,829.75,3441.7,631.6,329.5
2018-10-30,322.6,1196.3,562.7,2556.25,5391.15,2356.35,292.6,266.35,5447.9,610.35,275.85,1485.75,2594.3,21026.15,360.25,804.75,1004.85,1671.9,1912.75,369.799988,2773.9,223.9,1593.05,345.7,1364.3,659.6,136.3,278.95,335.8,1123.8,1271.25,6697.0,746.3,9718.45,159.4,152.95,186.15,1057.0,558.900024,273.15,13514.2,562.05,177.25,564.5,1894.8,685.1,830.5,3463.65,636.8,327.5
2018-10-31,318.85,1230.4,582.4,2593.7,5404.65,2382.55,292.35,275.1,5644.1,629.25,266.15,1484.5,2542.45,21864.6,374.25,833.55,1055.6,1769.25,1911.75,372.299988,2762.35,220.4,1621.7,355.0,1425.1,686.4,138.45,280.1,339.4,1119.15,1297.5,6616.4,765.95,10147.85,159.65,153.25,185.95,1061.25,560.400024,281.4,13917.35,580.25,179.1,553.85,1938.15,743.9,844.6,3499.4,674.35,331.2
2018-11-01,318.3,1217.8,602.15,2598.85,5386.5,2418.1,293.5,283.45,5583.05,615.4,261.1,1505.550049,2461.6,21992.1,367.85,845.45,1008.9,1762.0,1912.2,372.5,2792.25,231.25,1607.65,353.7,1463.95,666.7,141.85,277.4,342.75,1109.55,1326.75,6711.75,756.05,9969.5,157.0,154.25,188.45,1056.25,563.799988,285.9,13984.1,571.85,179.45,556.6,1935.75,720.7,854.45,3601.65,695.9,329.65
2018-11-02,333.6,1247.0,610.65,2657.75,5525.3,2383.3,302.05,302.35,5601.0,607.1,261.55,1499.25,2423.25,22674.1,369.75,847.6,1004.6,1824.4,1949.45,386.600006,2896.6,240.45,1638.45,354.45,1541.8,662.25,148.25,283.25,352.8,1133.2,1358.2,7135.45,783.55,10229.65,158.0,157.35,189.85,1074.9,563.299988,285.35,14764.3,571.85,190.3,574.05,1913.45,690.9,871.0,3730.8,711.45,318.4
2018-11-05,329.55,1244.05,624.4,2672.55,5569.6,2359.4,303.2,291.8,5714.5,563.05,264.35,1466.449951,2420.9,22552.25,372.0,853.35,1020.75,1792.9,1956.0,399.149994,2847.8,242.35,1640.05,349.65,1486.45,666.0,140.3,279.6,353.65,1129.45,1350.15,7177.25,775.45,10332.65,153.5,154.95,186.05,1090.3,577.900024,294.95,14998.25,571.6,189.8,577.45,1890.85,696.35,863.7,3774.55,724.3,324.1
2018-11-06,325.6,1238.5,607.45,2674.6,5591.0,2339.75,305.05,285.1,5721.25,530.8,265.9,1477.800049,2450.85,22559.65,375.15,851.0,1028.9,1805.9,1946.55,397.649994,2856.05,242.6,1631.95,353.1,1475.45,666.45,137.35,277.3,350.75,1125.3,1363.85,7075.0,778.4,10160.25,154.15,156.05,188.1,1104.1,579.650024,286.45,15363.0,579.35,193.25,575.75,1932.7,694.55,846.25,3744.4,721.9,324.9
2018-11-07,326.2,1250.95,606.85,2692.55,5628.2,2348.4,306.25,288.75,5810.45,533.35,266.95,1497.5,2452.95,22650.3,375.15,858.25,1031.55,1815.85,1957.95,403.600006,2888.55,244.05,1643.85,355.9,1483.9,675.5,138.95,280.05,351.65,1134.3,1365.95,7127.9,792.9,10220.4,154.85,157.0,189.05,1110.7,577.75,286.55,15371.4,582.3,194.85,580.25,1942.15,697.25,850.15,3782.6,729.6,325.35
2018-11-09,337.6,1295.6,613.2,2693.05,5701.4,2375.35,299.75,296.85,5746.45,526.95,268.45,1548.949951,2400.0,22495.25,367.35,868.0,1027.9,1816.1,1945.4,401.350006,2956.7,238.8,1672.6,356.85,1494.9,659.5,141.65,277.25,347.5,1135.55,1368.6,7283.5,795.25,10226.0,154.45,156.4,191.7,1093.45,574.849976,283.25,15389.35,597.45,195.25,572.2,1909.2,707.2,847.65,3817.85,740.0,324.85
2018-11-12,328.65,1278.8,606.55,2652.3,5549.1,2277.6,296.2,291.2,5757.55,531.85,263.9,1511.75,2415.55,21933.55,364.75,860.8,1036.8,1795.9,1921.05,397.75,2839.35,229.25,1654.3,352.35,1493.0,664.2,135.05,273.85,344.55,1153.7,1367.2,7087.8,780.9,10124.55,152.8,156.05,185.95,1080.0,575.049988,277.95,15396.35,589.5,186.05,582.85,1914.85,724.55,894.75,3726.85,733.2,323.35
2018-11-13,334.1,1284.9,618.3,2665.5,5571.7,2285.0,297.55,303.15,5812.55,528.1,265.55,1530.599976,2438.05,23241.85,365.35,876.25,1033.2,1824.7,1927.75,398.549988,2879.7,231.55,1671.1,360.9,1485.55,665.7,141.4,276.85,348.1,1165.9,1391.1,7150.45,790.05,10144.1,156.8,156.5,184.05,1099.45,572.150024,278.05,15181.5,561.75,179.5,589.2,1934.95,728.05,897.5,3829.9,736.55,326.15
2018-11-14,332.0,1320.55,612.7,2676.5,5577.65,2293.95,301.3,315.95,5770.75,519.55,265.75,1503.849976,2449.25,23240.1,352.55,876.35,997.1,1839.15,1957.75,401.450012,2847.55,229.5,1715.5,366.6,1513.55,653.2,145.4,276.45,339.6,1129.9,1384.7,7369.05,769.6,10394.35,157.35,161.0,185.95,1097.95,583.0,283.6,15293.5,520.1,176.8,589.1,1880.65,700.25,892.2,3917.05,760.25,324.55
2018-11-15,346.2,1318.3,626.1,2668.85,5597.1,2341.3,304.4,321.85,5818.15,519.15,263.15,1530.800049,2461.8,23945.35,347.55,808.7,988.75,1853.6,1975.15,397.799988,2922.15,233.6,1706.05,370.0,1512.15,656.4,146.65,274.5,344.6,1162.25,1398.5,7478.3,766.5,10463.8,153.8,158.85,187.1,1096.85,579.049988,285.4,15858.4,515.1,180.2,589.35,1872.85,714.9,920.8,3912.95,763.65,323.15
